candidate,office,district,party,county,votes
Wesley Wilson,State House,62,R,Rankin,1140
Bill Denny,State House,64,R,Rankin,
"James ""Pete"" Perry",State House,70,R,Rankin,
Cory Wilson,State House,73,R,Rankin,
Mark Baker,State House,74,R,Rankin,5439
Vance Cox,State House,75,R,Rankin,1455
Andy Gipson,State House,77,R,Rankin,879
"Randal ""Randy"" Rushing",State House,78,R,Rankin,
Gary Blakeney,State House,79,R,Rankin,
Mark K. Tullos,State House,79,R,Rankin,
Stephen Horne,State House,81,R,Rankin,
Greg Snowden,State House,83,R,Rankin,
"William E. Shirley, Jr.",State House,84,R,Rankin,
Shane Barnett,State House,86,R,Rankin,
"Michael ""Mike"" D. Davis",State House,87,R,Rankin,
Chris Johnson,State House,87,R,Rankin,
Andy Mozingo,State House,87,R,Rankin,
Christopher S. Hodge,State House,88,R,Rankin,
Mitchell Pitts,State House,88,R,Rankin,
Gary Staples,State House,88,R,Rankin,
Bobby Shows,State House,89,R,Rankin,
Noah L. Sanford,State House,90,R,Rankin,
"Ricky ""Rick"" Ward",State House,90,R,Rankin,
Charles E. Bufkin,State House,91,R,Rankin,
Becky Currie,State House,92,R,Rankin,
Timmy Ladner,State House,93,R,Rankin,
Patricia H. Willis,State House,95,R,Rankin,
Sam Mims,State House,97,R,Rankin,
Bill Pigott,State House,99,R,Rankin,
Harry Griffith,State House,100,R,Rankin,
Ken Morgan,State House,100,R,Rankin,
Brad Touchstone,State House,101,R,Rankin,
Toby Barker,State House,102,R,Rankin,
Ric McCluskey,State House,102,R,Rankin,
Larry Byrd,State House,104,R,Rankin,
Roun McNeal,State House,105,R,Rankin,
Herb Frierson,State House,106,R,Rankin,
Doug McLeod,State House,107,R,Rankin,
Mark S. Formby,State House,108,R,Rankin,
Manly Barton,State House,109,R,Rankin,
Charles Busby,State House,111,R,Rankin,
Amanda Magee,State House,112,R,Rankin,
John O. Read,State House,112,R,Rankin,
Hank Zuber,State House,113,R,Rankin,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Rankin,
Dr. Barney W. O'Neal,State House,114,R,Rankin,
Randall H. Patterson,State House,115,R,Rankin,
Casey Eure,State House,116,R,Rankin,
Scott Delano,State House,117,R,Rankin,
Greg Haney,State House,118,R,Rankin,
"John McCay, III",State House,118,R,Rankin,
Richard Bennett,State House,120,R,Rankin,
Carolyn Crawford,State House,121,R,Rankin,
Jeff Wallace,State House,121,R,Rankin,
Mickey Lagasse,State House,122,R,Rankin,
Phil Bryant,Governor,,R,Scott,43
Mitch Young,Governor,,R,Scott,0
Alisha Nelson McElhenney,Lieutenant Governor,,R,Scott,2
Tate Reeves,Lieutenant Governor,,R,Scott,38
Delbert Hoseman,Secretary of State,,R,Scott,39
Mike Hurst,Attorney General,,R,Scott,36
Lynn Fitch,State Treasurer,,R,Scott,25
David McRae,State Treasurer,,R,Scott,17
Mary Hawkins_Butler,State Auditor,,R,Scott,7
Stacey Pickering,State Auditor,,R,Scott,35
Mike Chaney,Commissioner of Insurance,,R,Scott,30
John Mosley,Commissioner of Insurance,,R,Scott,12
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Scott,39
James David Eubanks,State Senate,01,R,Scott,
Chris Massey,State Senate,01,R,Scott,
David Parker,State Senate,02,R,Scott,
Nickey Browning,State Senate,03,R,Scott,
Rita Potts Parks,State Senate,04,R,Scott,
Nancy Collins,State Senate,06,R,Scott,
Chad McMahan,State Senate,06,R,Scott,
Barry Strevel,State Senate,07,R,Scott,
Gray Tollison,State Senate,09,R,Scott,
Lydia Graves Chassaniol,State Senate,14,R,Scott,
Gary Jackson,State Senate,15,R,Scott,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Scott,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Scott,
Jennifer B. Branning,State Senate,18,R,Scott,
Speedy Calvert,State Senate,18,R,Scott,
Mark Forsman,State Senate,18,R,Scott,
Curt Pace,State Senate,18,R,Scott,
Kevin Blackwell,State Senate,19,R,Scott,
Josh Harkins,State Senate,20,R,Scott,
Eugene S. Buck Clarke,State Senate,22,R,Scott,39
Briggs Hopson,State Senate,23,R,Scott,
Bill Marcy,State Senate,23,R,Scott,
Bill Billingsley,State Senate,25,R,Scott,
William Longwitz,State Senate,25,R,Scott,
Ponto Downing,State Senate,27,R,Scott,
James Broadwater,State Senate,29,R,Scott,
Dean Kirby,State Senate,30,R,Scott,
Terry C. Burton,State Senate,31,R,Scott,
Gilman DeWayne Warren,State Senate,32,R,Scott,
Don Wiggins,State Senate,32,R,Scott,
Videt Carmichael,State Senate,33,R,Scott,
Cliff Brown,State Senate,35,R,Scott,
Chris Caughman,State Senate,35,R,Scott,
Lisa Stanley,State Senate,35,R,Scott,
Curtis Moroney,State Senate,37,R,Scott,
Lane B. Reed,State Senate,37,R,Scott,
Melanie Sojourner,State Senate,37,R,Scott,
Dennis C. Quinn,State Senate,38,R,Scott,
Mike Campbell,State Senate,39,R,Scott,
Sally Doty,State Senate,39,R,Scott,
Angela Burks Hill,State Senate,40,R,Scott,
Joey Fillingane,State Senate,41,R,Scott,
Chris McDaniel,State Senate,42,R,Scott,
Dennis DeBar,State Senate,43,R,Scott,
Phillip Gandy,State Senate,43,R,Scott,
John Polk,State Senate,44,R,Scott,
Billy Hudson,State Senate,45,R,Scott,
Philip Moran,State Senate,46,R,Scott,
Rogena Mitchell,State Senate,47,R,Scott,
"J.M. ""Mike"" Seymour",State Senate,47,R,Scott,
Anne G. Smith,State Senate,47,R,Scott,
Mike Tyson,State Senate,47,R,Scott,
Walter Crapps,State Senate,48,R,Scott,
Katherine DeCoito,State Senate,49,R,Scott,
Sean Tindell,State Senate,49,R,Scott,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Scott,
Butch Loper,State Senate,51,R,Scott,
"Michael D. Watson, Jr.",State Senate,51,R,Scott,
Brice Wiggins,State Senate,52,R,Scott,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Scott,
Billy Miller,State House,02,R,Scott,
William Tracy Arnold,State House,03,R,Scott,
Dana Criswell,State House,06,R,Scott,
Eugene F. Hamilton,State House,06,R,Scott,
Steve Hopkins,State House,07,R,Scott,
Wanda Jennings,State House,07,R,Scott,
"John T. ""Trey"" Lamar, III",State House,08,R,Scott,
"Christopher Thomas, Sr.",State House,09,R,Scott,
Nolan Mettetal,State House,10,R,Scott,
Brad Mayo,State House,12,R,Scott,
Steve E. Massingill,State House,13,R,Scott,
Margaret Ellis Rogers,State House,14,R,Scott,
E. Mac Huddleston,State House,15,R,Scott,
Shane Aguirre,State House,17,R,Scott,
Mark Prince,State House,17,R,Scott,
Jerry R. Turner,State House,18,R,Scott,
Randy P. Boyd,State House,19,R,Scott,
Peggy Schumpert Hussey,State House,19,R,Scott,
Chris Brown,State House,20,R,Scott,
Donnie Bell,State House,21,R,Scott,
Charles Jim Beckett,State House,23,R,Scott,
Rick Clifton,State House,24,R,Scott,
Rob Goudy,State House,24,R,Scott,
Jeff Hale,State House,24,R,Scott,
Les Hooper,State House,24,R,Scott,
Gene Alday,State House,25,R,Scott,
Julian Chandler Bramlett,State House,25,R,Scott,
Dan Eubanks,State House,25,R,Scott,
Dewayne Gill,State House,27,R,Scott,
Robert Foster,State House,28,R,Scott,
Les Green,State House,28,R,Scott,
Jerricho Chambers,State House,33,R,Scott,
Joey Hood,State House,35,R,Scott,
Brian Sims,State House,35,R,Scott,
Gary A. Chism,State House,37,R,Scott,
Jeffrey C. Smith,State House,39,R,Scott,
Ashley Henley,State House,40,R,Scott,
Pat Nelson,State House,40,R,Scott,
"Loyd B. ""Rob"" Roberson",State House,43,R,Scott,
Mac Smith,State House,43,R,Scott,
C. Scott Bounds,State House,44,R,Scott,
James Matthew Bennett,State House,46,R,Scott,
"Shed Hill Hunger, IV",State House,46,R,Scott,
Karl Oliver,State House,46,R,Scott,
Jason White,State House,48,R,Scott,
William Kinkade,State House,52,R,Scott,
Vince Mangold,State House,53,R,Scott,
Alex Monsour,State House,54,R,Scott,
Philip Gunn,State House,56,R,Scott,
Bruce Bartley,State House,58,R,Scott,
Joel Bomgar,State House,58,R,Scott,
Brent Powell,State House,59,R,Scott,
Paul J. Buisson,State House,60,R,Scott,
John L. Moore,State House,60,R,Scott,
Ray Rogers,State House,61,R,Scott,
Randall Stephens,State House,61,R,Scott,
Tom Weathersby,State House,62,R,Scott,
Wesley Wilson,State House,62,R,Scott,
Bill Denny,State House,64,R,Scott,
"James ""Pete"" Perry",State House,70,R,Scott,
Cory Wilson,State House,73,R,Scott,
Mark Baker,State House,74,R,Scott,
Vance Cox,State House,75,R,Scott,
Andy Gipson,State House,77,R,Scott,
"Randal ""Randy"" Rushing",State House,78,R,Scott,
Gary Blakeney,State House,79,R,Scott,
Mark K. Tullos,State House,79,R,Scott,
Stephen Horne,State House,81,R,Scott,
Greg Snowden,State House,83,R,Scott,
"William E. Shirley, Jr.",State House,84,R,Scott,
Shane Barnett,State House,86,R,Scott,
"Michael ""Mike"" D. Davis",State House,87,R,Scott,
Chris Johnson,State House,87,R,Scott,
Andy Mozingo,State House,87,R,Scott,
Christopher S. Hodge,State House,88,R,Scott,
Mitchell Pitts,State House,88,R,Scott,
Gary Staples,State House,88,R,Scott,
Bobby Shows,State House,89,R,Scott,
Noah L. Sanford,State House,90,R,Scott,
"Ricky ""Rick"" Ward",State House,90,R,Scott,
Charles E. Bufkin,State House,91,R,Scott,
Becky Currie,State House,92,R,Scott,
Timmy Ladner,State House,93,R,Scott,
Patricia H. Willis,State House,95,R,Scott,
Sam Mims,State House,97,R,Scott,
Bill Pigott,State House,99,R,Scott,
Harry Griffith,State House,100,R,Scott,
Ken Morgan,State House,100,R,Scott,
Brad Touchstone,State House,101,R,Scott,
Toby Barker,State House,102,R,Scott,
Ric McCluskey,State House,102,R,Scott,
Larry Byrd,State House,104,R,Scott,
Roun McNeal,State House,105,R,Scott,
Herb Frierson,State House,106,R,Scott,
Doug McLeod,State House,107,R,Scott,
Mark S. Formby,State House,108,R,Scott,
Manly Barton,State House,109,R,Scott,
Charles Busby,State House,111,R,Scott,
Amanda Magee,State House,112,R,Scott,
John O. Read,State House,112,R,Scott,
Hank Zuber,State House,113,R,Scott,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Scott,
Dr. Barney W. O'Neal,State House,114,R,Scott,
Randall H. Patterson,State House,115,R,Scott,
Casey Eure,State House,116,R,Scott,
Scott Delano,State House,117,R,Scott,
Greg Haney,State House,118,R,Scott,
"John McCay, III",State House,118,R,Scott,
Richard Bennett,State House,120,R,Scott,
Carolyn Crawford,State House,121,R,Scott,
Jeff Wallace,State House,121,R,Scott,
Mickey Lagasse,State House,122,R,Scott,
Phil Bryant,Governor,,R,Sharkey,
Mitch Young,Governor,,R,Sharkey,
Alisha Nelson McElhenney,Lieutenant Governor,,R,Sharkey,
Tate Reeves,Lieutenant Governor,,R,Sharkey,
Delbert Hoseman,Secretary of State,,R,Sharkey,
Mike Hurst,Attorney General,,R,Sharkey,
Lynn Fitch,State Treasurer,,R,Sharkey,
David McRae,State Treasurer,,R,Sharkey,
Mary Hawkins_Butler,State Auditor,,R,Sharkey,
Stacey Pickering,State Auditor,,R,Sharkey,
Mike Chaney,Commissioner of Insurance,,R,Sharkey,
John Mosley,Commissioner of Insurance,,R,Sharkey,
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Sharkey,
James David Eubanks,State Senate,01,R,Sharkey,
Chris Massey,State Senate,01,R,Sharkey,
David Parker,State Senate,02,R,Sharkey,
Nickey Browning,State Senate,03,R,Sharkey,
Rita Potts Parks,State Senate,04,R,Sharkey,
Nancy Collins,State Senate,06,R,Sharkey,
Chad McMahan,State Senate,06,R,Sharkey,
Barry Strevel,State Senate,07,R,Sharkey,
Gray Tollison,State Senate,09,R,Sharkey,
Lydia Graves Chassaniol,State Senate,14,R,Sharkey,
Gary Jackson,State Senate,15,R,Sharkey,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Sharkey,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Sharkey,
Jennifer B. Branning,State Senate,18,R,Sharkey,
Speedy Calvert,State Senate,18,R,Sharkey,
Mark Forsman,State Senate,18,R,Sharkey,
Curt Pace,State Senate,18,R,Sharkey,
Kevin Blackwell,State Senate,19,R,Sharkey,
Josh Harkins,State Senate,20,R,Sharkey,
Eugene S. Buck Clarke,State Senate,22,R,Sharkey,
Briggs Hopson,State Senate,23,R,Sharkey,
Bill Marcy,State Senate,23,R,Sharkey,
Bill Billingsley,State Senate,25,R,Sharkey,
William Longwitz,State Senate,25,R,Sharkey,
Ponto Downing,State Senate,27,R,Sharkey,
James Broadwater,State Senate,29,R,Sharkey,
Dean Kirby,State Senate,30,R,Sharkey,
Terry C. Burton,State Senate,31,R,Sharkey,
Gilman DeWayne Warren,State Senate,32,R,Sharkey,
Don Wiggins,State Senate,32,R,Sharkey,
Videt Carmichael,State Senate,33,R,Sharkey,
Cliff Brown,State Senate,35,R,Sharkey,
Chris Caughman,State Senate,35,R,Sharkey,
Lisa Stanley,State Senate,35,R,Sharkey,
Curtis Moroney,State Senate,37,R,Sharkey,
Lane B. Reed,State Senate,37,R,Sharkey,
Melanie Sojourner,State Senate,37,R,Sharkey,
Dennis C. Quinn,State Senate,38,R,Sharkey,
Mike Campbell,State Senate,39,R,Sharkey,
Sally Doty,State Senate,39,R,Sharkey,
Angela Burks Hill,State Senate,40,R,Sharkey,
Joey Fillingane,State Senate,41,R,Sharkey,
Chris McDaniel,State Senate,42,R,Sharkey,
Dennis DeBar,State Senate,43,R,Sharkey,
Phillip Gandy,State Senate,43,R,Sharkey,
John Polk,State Senate,44,R,Sharkey,
Billy Hudson,State Senate,45,R,Sharkey,
Philip Moran,State Senate,46,R,Sharkey,
Rogena Mitchell,State Senate,47,R,Sharkey,
"J.M. ""Mike"" Seymour",State Senate,47,R,Sharkey,
Anne G. Smith,State Senate,47,R,Sharkey,
Mike Tyson,State Senate,47,R,Sharkey,
Walter Crapps,State Senate,48,R,Sharkey,
Katherine DeCoito,State Senate,49,R,Sharkey,
Sean Tindell,State Senate,49,R,Sharkey,
"Thomas ""Tommy"" Gollot",State Senate,50,R,Sharkey,
Butch Loper,State Senate,51,R,Sharkey,
"Michael D. Watson, Jr.",State Senate,51,R,Sharkey,
Brice Wiggins,State Senate,52,R,Sharkey,
"Lester E. ""Bubba"" Carpenter",State House,01,R,Sharkey,
Billy Miller,State House,02,R,Sharkey,
William Tracy Arnold,State House,03,R,Sharkey,
Dana Criswell,State House,06,R,Sharkey,
Eugene F. Hamilton,State House,06,R,Sharkey,
Steve Hopkins,State House,07,R,Sharkey,
Wanda Jennings,State House,07,R,Sharkey,
"John T. ""Trey"" Lamar, III",State House,08,R,Sharkey,
"Christopher Thomas, Sr.",State House,09,R,Sharkey,
Nolan Mettetal,State House,10,R,Sharkey,
Brad Mayo,State House,12,R,Sharkey,
Steve E. Massingill,State House,13,R,Sharkey,
Margaret Ellis Rogers,State House,14,R,Sharkey,
E. Mac Huddleston,State House,15,R,Sharkey,
Shane Aguirre,State House,17,R,Sharkey,
Mark Prince,State House,17,R,Sharkey,
Jerry R. Turner,State House,18,R,Sharkey,
Randy P. Boyd,State House,19,R,Sharkey,
Peggy Schumpert Hussey,State House,19,R,Sharkey,
Chris Brown,State House,20,R,Sharkey,
Donnie Bell,State House,21,R,Sharkey,
Charles Jim Beckett,State House,23,R,Sharkey,
Rick Clifton,State House,24,R,Sharkey,
Rob Goudy,State House,24,R,Sharkey,
Jeff Hale,State House,24,R,Sharkey,
Les Hooper,State House,24,R,Sharkey,
Gene Alday,State House,25,R,Sharkey,
Julian Chandler Bramlett,State House,25,R,Sharkey,
Dan Eubanks,State House,25,R,Sharkey,
Dewayne Gill,State House,27,R,Sharkey,
Robert Foster,State House,28,R,Sharkey,
Les Green,State House,28,R,Sharkey,
Jerricho Chambers,State House,33,R,Sharkey,
Joey Hood,State House,35,R,Sharkey,
Brian Sims,State House,35,R,Sharkey,
Gary A. Chism,State House,37,R,Sharkey,
Jeffrey C. Smith,State House,39,R,Sharkey,
Ashley Henley,State House,40,R,Sharkey,
Pat Nelson,State House,40,R,Sharkey,
"Loyd B. ""Rob"" Roberson",State House,43,R,Sharkey,
Mac Smith,State House,43,R,Sharkey,
C. Scott Bounds,State House,44,R,Sharkey,
James Matthew Bennett,State House,46,R,Sharkey,
"Shed Hill Hunger, IV",State House,46,R,Sharkey,
Karl Oliver,State House,46,R,Sharkey,
Jason White,State House,48,R,Sharkey,
William Kinkade,State House,52,R,Sharkey,
Vince Mangold,State House,53,R,Sharkey,
Alex Monsour,State House,54,R,Sharkey,
Philip Gunn,State House,56,R,Sharkey,
Bruce Bartley,State House,58,R,Sharkey,
Joel Bomgar,State House,58,R,Sharkey,
Brent Powell,State House,59,R,Sharkey,
Paul J. Buisson,State House,60,R,Sharkey,
John L. Moore,State House,60,R,Sharkey,
Ray Rogers,State House,61,R,Sharkey,
Randall Stephens,State House,61,R,Sharkey,
Tom Weathersby,State House,62,R,Sharkey,
Wesley Wilson,State House,62,R,Sharkey,
Bill Denny,State House,64,R,Sharkey,
"James ""Pete"" Perry",State House,70,R,Sharkey,
Cory Wilson,State House,73,R,Sharkey,
Mark Baker,State House,74,R,Sharkey,
Vance Cox,State House,75,R,Sharkey,
Andy Gipson,State House,77,R,Sharkey,
"Randal ""Randy"" Rushing",State House,78,R,Sharkey,
Gary Blakeney,State House,79,R,Sharkey,
Mark K. Tullos,State House,79,R,Sharkey,
Stephen Horne,State House,81,R,Sharkey,
Greg Snowden,State House,83,R,Sharkey,
"William E. Shirley, Jr.",State House,84,R,Sharkey,
Shane Barnett,State House,86,R,Sharkey,
"Michael ""Mike"" D. Davis",State House,87,R,Sharkey,
Chris Johnson,State House,87,R,Sharkey,
Andy Mozingo,State House,87,R,Sharkey,
Christopher S. Hodge,State House,88,R,Sharkey,
Mitchell Pitts,State House,88,R,Sharkey,
Gary Staples,State House,88,R,Sharkey,
Bobby Shows,State House,89,R,Sharkey,
Noah L. Sanford,State House,90,R,Sharkey,
"Ricky ""Rick"" Ward",State House,90,R,Sharkey,
Charles E. Bufkin,State House,91,R,Sharkey,
Becky Currie,State House,92,R,Sharkey,
Timmy Ladner,State House,93,R,Sharkey,
Patricia H. Willis,State House,95,R,Sharkey,
Sam Mims,State House,97,R,Sharkey,
Bill Pigott,State House,99,R,Sharkey,
Harry Griffith,State House,100,R,Sharkey,
Ken Morgan,State House,100,R,Sharkey,
Brad Touchstone,State House,101,R,Sharkey,
Toby Barker,State House,102,R,Sharkey,
Ric McCluskey,State House,102,R,Sharkey,
Larry Byrd,State House,104,R,Sharkey,
Roun McNeal,State House,105,R,Sharkey,
Herb Frierson,State House,106,R,Sharkey,
Doug McLeod,State House,107,R,Sharkey,
Mark S. Formby,State House,108,R,Sharkey,
Manly Barton,State House,109,R,Sharkey,
Charles Busby,State House,111,R,Sharkey,
Amanda Magee,State House,112,R,Sharkey,
John O. Read,State House,112,R,Sharkey,
Hank Zuber,State House,113,R,Sharkey,
"Jeffrey S. ""Jeff"" Guice",State House,114,R,Sharkey,
Dr. Barney W. O'Neal,State House,114,R,Sharkey,
Randall H. Patterson,State House,115,R,Sharkey,
Casey Eure,State House,116,R,Sharkey,
Scott Delano,State House,117,R,Sharkey,
Greg Haney,State House,118,R,Sharkey,
"John McCay, III",State House,118,R,Sharkey,
Richard Bennett,State House,120,R,Sharkey,
Carolyn Crawford,State House,121,R,Sharkey,
Jeff Wallace,State House,121,R,Sharkey,
Mickey Lagasse,State House,122,R,Sharkey,
Phil Bryant,Governor,,R,Simpson,5372
Mitch Young,Governor,,R,Simpson,237
Alisha Nelson McElhenney,Lieutenant Governor,,R,Simpson,526
Tate Reeves,Lieutenant Governor,,R,Simpson,5022
Delbert Hoseman,Secretary of State,,R,Simpson,5422
Mike Hurst,Attorney General,,R,Simpson,5147
Lynn Fitch,State Treasurer,,R,Simpson,3483
David McRae,State Treasurer,,R,Simpson,2032
Mary Hawkins_Butler,State Auditor,,R,Simpson,1174
Stacey Pickering,State Auditor,,R,Simpson,4348
Mike Chaney,Commissioner of Insurance,,R,Simpson,3519
John Mosley,Commissioner of Insurance,,R,Simpson,1969
Cindy Hyde_Smith,Commissioner of Agriculture & Commerce,,R,Simpson,5400
James David Eubanks,State Senate,01,R,Simpson,
Chris Massey,State Senate,01,R,Simpson,
David Parker,State Senate,02,R,Simpson,
Nickey Browning,State Senate,03,R,Simpson,
Rita Potts Parks,State Senate,04,R,Simpson,
Nancy Collins,State Senate,06,R,Simpson,
Chad McMahan,State Senate,06,R,Simpson,
Barry Strevel,State Senate,07,R,Simpson,
Gray Tollison,State Senate,09,R,Simpson,
Lydia Graves Chassaniol,State Senate,14,R,Simpson,
Gary Jackson,State Senate,15,R,Simpson,
"Robert A. ""Bobby"" Patrick, Jr.",State Senate,17,R,Simpson,
"Charles ""Chuck"" A. Younger",State Senate,17,R,Simpson,
Jennifer B. Branning,State Senate,18,R,Simpson,
Speedy Calvert,State Senate,18,R,Simpson,
Mark Forsman,State Senate,18,R,Simpson,
Curt Pace,State Senate,18,R,Simpson,
Kevin Blackwell,State Senate,19,R,Simpson,
Josh Harkins,State Senate,20,R,Simpson,
Eugene S. Buck Clarke,State Senate,22,R,Simpson,
