candidate,office,district,party,county,votes
Rick Santorum,President,,R,Yalobusha,451
E. Allen Hathcock,U.S. Senate,,R,Yalobusha,54
Robert Maloney,U.S. Senate,,R,Yalobusha,50
Roger F. Wicker,U.S. Senate,,R,Yalobusha,1213
Robert Estes,US House,1,R,Yalobusha,1051
Allen Nunnelee,US House,1,R,Yalobusha,
Henry Ross,US House,1,R,Yalobusha,
Bill Marcy,US House,2,R,Yalobusha,
Robert Allen,US House,3,R,Yalobusha,
Gregg Harper,US House,3,R,Yalobusha,
Cindy Burleson,US House,4,R,Yalobusha,
Steven Palazzo,US House,4,R,Yalobusha,
Ron Vincent,US House,4,R,Yalobusha,
Michelle Bachmann,President,,R,Yazoo,11
Newt Gingrich,President,,R,Yazoo,718
Jon Huntsman,President,,R,Yazoo,5
Gary Johnson,President,,R,Yazoo,4
Ron Paul,President,,R,Yazoo,46
Rick Perry,President,,R,Yazoo,5
Mitt Romney,President,,R,Yazoo,731
Rick Santorum,President,,R,Yazoo,712
E. Allen Hathcock,U.S. Senate,,R,Yazoo,61
Robert Maloney,U.S. Senate,,R,Yazoo,100
Roger F. Wicker,U.S. Senate,,R,Yazoo,2025
Robert Estes,US House,1,R,Yazoo,
Allen Nunnelee,US House,1,R,Yazoo,
Henry Ross,US House,1,R,Yazoo,
Bill Marcy,US House,2,R,Yazoo,1709
Robert Allen,US House,3,R,Yazoo,
Gregg Harper,US House,3,R,Yazoo,
Cindy Burleson,US House,4,R,Yazoo,
Steven Palazzo,US House,4,R,Yazoo,
Ron Vincent,US House,4,R,Yazoo,
Michelle Bachmann,President,,R,TOTAL,971
Newt Gingrich,President,,R,TOTAL,91612
Jon Huntsman,President,,R,TOTAL,413
Gary Johnson,President,,R,TOTAL,392
Ron Paul,President,,R,TOTAL,12955
Rick Perry,President,,R,TOTAL,1350
Mitt Romney,President,,R,TOTAL,90161
Rick Santorum,President,,R,TOTAL,96258
E. Allen Hathcock,U.S. Senate,,R,TOTAL,12106
Robert Maloney,U.S. Senate,,R,TOTAL,18857
Roger F. Wicker,U.S. Senate,,R,TOTAL,254936
Robert Estes,US House,1,R,TOTAL,10394
Allen Nunnelee,US House,1,R,TOTAL,43518
Henry Ross,US House,1,R,TOTAL,22067
Bill Marcy,US House,2,R,TOTAL,26041
Robert Allen,US House,3,R,TOTAL,7027
Gregg Harper,US House,3,R,TOTAL,78735
Cindy Burleson,US House,4,R,TOTAL,6100
Steven Palazzo,US House,4,R,TOTAL,60897
Ron Vincent,US House,4,R,TOTAL,15391
